Date,Tavg,Sunrise,Sunset,SnowFall,PrecipTotal,ResultDir,AvgSpeed,RH
2007-06-09,67.0,4.266666666666667,19.416666666666668,0.0,0.0,26.0,4.85,47.22222222222222
2007-06-10,69.5,4.266666666666667,19.433333333333334,0.0,0.0,16.5,5.699999999999999,47.22222222222222
2007-06-11,73.5,4.266666666666667,19.433333333333334,0.0,0.0,10.0,7.65,38.88888888888889
2007-06-12,73.5,4.266666666666667,19.45,0.0,0.0,5.0,9.4,36.111111111111114
2007-06-13,75.5,4.266666666666667,19.45,0.0,0.0,5.0,8.6,37.5
2007-06-14,78.0,4.266666666666667,19.466666666666665,0.0,0.0,6.0,6.6,34.72222222222223
2007-06-15,77.5,4.266666666666667,19.466666666666665,0.0,0.0,7.5,4.5,40.27777777777778
2007-06-16,80.0,4.266666666666667,19.483333333333334,0.0,0.001,25.0,5.949999999999999,45.833333333333336
2007-06-17,81.0,4.266666666666667,19.483333333333334,0.0,0.08,11.0,6.199999999999999,54.16666666666667
2007-06-18,80.0,4.266666666666667,19.483333333333334,0.0,0.15000000000000002,20.0,13.85,58.333333333333336
2007-06-19,73.0,4.266666666666667,19.5,0.0,0.755,28.5,11.350000000000001,50.0
2007-06-20,73.5,4.266666666666667,19.5,0.0,0.0,27.5,8.25,37.5
2007-06-21,71.0,4.266666666666667,19.5,0.0,0.0055,2.5,10.149999999999999,44.44444444444444
2007-06-22,69.0,4.283333333333333,19.516666666666666,0.0,0.001,6.5,8.399999999999999,45.833333333333336
2007-06-23,65.0,4.283333333333333,19.516666666666666,0.0,0.195,11.5,8.55,83.33333333333334
2007-06-24,70.0,4.283333333333333,19.516666666666666,0.0,0.0,9.5,7.0,77.77777777777777
2007-06-25,77.0,4.283333333333333,19.516666666666666,0.0,0.0,13.0,6.35,70.83333333333334
2007-06-26,81.5,4.3,19.516666666666666,0.0,0.0805,21.5,7.6,65.27777777777777
2007-06-27,80.5,4.3,19.516666666666666,0.0,0.25,24.0,8.65,69.44444444444444
2007-06-28,66.5,4.316666666666666,19.516666666666666,0.0,0.0,2.5,12.9,69.44444444444444
2007-06-29,63.5,4.316666666666666,19.516666666666666,0.0,0.0,2.0,8.25,77.77777777777777
2007-06-30,67.5,4.316666666666666,19.516666666666666,0.0,0.0,3.5,6.0,44.44444444444444
2007-07-01,67.0,4.333333333333333,19.516666666666666,0.0,0.0,4.0,9.149999999999999,56.94444444444444
2007-07-02,67.0,4.333333333333333,19.516666666666666,0.0,0.0,13.0,8.3,52.77777777777778
2007-07-03,72.5,4.35,19.516666666666666,0.0,0.245,21.0,7.35,55.55555555555556
2007-07-04,76.5,4.366666666666666,19.5,0.0,0.41000000000000003,26.0,8.5,68.05555555555556
2007-07-05,79.5,4.366666666666666,19.5,0.0,0.0,32.0,7.5,45.833333333333336
2007-07-06,76.0,4.383333333333334,19.5,0.0,0.0,6.0,5.5,47.22222222222222
2007-07-07,77.5,4.383333333333334,19.5,0.0,0.0,22.5,8.35,58.333333333333336
2007-07-08,84.5,4.4,19.483333333333334,0.0,0.0,23.5,12.899999999999999,51.38888888888889
2007-07-09,82.5,4.416666666666667,19.483333333333334,0.0,0.27,23.5,8.8,55.55555555555556
2007-07-10,79.5,4.416666666666667,19.483333333333334,0.0,0.255,23.0,10.35,65.27777777777777
2007-07-11,70.0,4.433333333333334,19.466666666666665,0.0,0.0,30.0,11.05,47.22222222222222
2007-07-12,70.5,4.45,19.466666666666665,0.0,0.0,28.5,11.25,45.833333333333336
2007-07-13,67.5,4.466666666666667,19.45,0.0,0.0,4.0,5.55,58.333333333333336
2007-07-14,73.5,4.466666666666667,19.45,0.0,0.0,25.5,13.55,48.611111111111114
2007-07-15,71.5,4.483333333333333,19.433333333333334,0.0,0.0,19.0,5.7,47.22222222222222
2007-07-16,74.0,4.5,19.416666666666668,0.0,0.23,23.5,5.9,61.111111111111114
2007-07-17,76.0,4.516666666666667,19.416666666666668,0.0,0.11,23.0,6.95,70.83333333333334
2007-07-18,77.0,4.533333333333333,19.4,0.0,1.235,24.0,10.35,76.38888888888889
2007-07-19,73.0,4.55,19.383333333333333,0.0,0.085,18.5,13.15,70.83333333333334
2007-07-20,67.5,4.55,19.383333333333333,0.0,0.0,3.5,10.3,58.333333333333336
2007-07-21,66.5,4.566666666666666,19.366666666666667,0.0,0.0,3.5,7.4,59.72222222222222
2007-07-22,70.5,4.583333333333333,19.35,0.0,0.0,17.0,3.4,55.55555555555556
2007-07-23,72.5,4.6,19.333333333333332,0.0,0.0,10.5,3.95,51.38888888888889
2007-07-24,74.0,4.616666666666667,19.316666666666666,0.0,0.0005,20.5,5.050000000000001,54.16666666666667
2007-07-25,77.5,4.633333333333333,19.3,0.0,0.0005,24.0,6.8,52.77777777777778
2007-07-26,74.5,4.65,19.3,0.0,0.54,22.0,9.65,73.61111111111111
2007-07-27,77.0,4.666666666666667,19.283333333333335,0.0,0.10500000000000001,19.5,8.0,73.61111111111111
2007-07-28,74.0,4.683333333333334,19.266666666666666,0.0,0.0,3.0,10.45,75.0
2007-07-29,75.0,4.7,19.25,0.0,0.0,5.0,6.300000000000001,48.611111111111114
2007-07-30,76.0,4.716666666666667,19.233333333333334,0.0,0.0,6.0,4.449999999999999,44.44444444444444
2007-07-31,79.5,4.733333333333333,19.216666666666665,0.0,0.0,5.5,4.95,47.22222222222222
2007-08-01,80.5,4.75,19.183333333333334,0.0,0.0,11.0,3.9,50.0
2007-08-02,81.5,4.766666666666667,19.166666666666668,0.0,0.0,24.5,6.550000000000001,56.94444444444444
2007-08-03,80.5,4.783333333333333,19.15,0.0,0.0,4.5,5.75,34.72222222222223
2007-08-04,74.0,4.8,19.133333333333333,0.0,0.025,8.5,6.35,55.55555555555556
2007-08-05,78.0,4.816666666666666,19.116666666666667,0.0,1.2,21.5,9.899999999999999,80.55555555555556
2007-08-06,80.5,4.833333333333333,19.1,0.0,0.155,10.0,4.75,76.38888888888889
2007-08-07,82.5,4.85,19.066666666666666,0.0,0.685,24.5,8.9,73.61111111111111
2007-08-08,80.5,4.866666666666667,19.05,0.0,0.075,3.5,6.65,75.0
2007-08-09,78.5,4.883333333333333,19.033333333333335,0.0,0.255,28.0,6.15,79.16666666666667
2007-08-10,79.0,4.9,19.0,0.0,0.0,4.0,5.65,70.83333333333334
2007-08-11,78.0,4.916666666666667,18.983333333333334,0.0,0.0,19.5,3.9,63.88888888888889
2007-08-12,78.0,4.933333333333334,18.966666666666665,0.0,0.26,6.0,6.0,69.44444444444444
2007-08-13,74.0,4.95,18.933333333333334,0.0,0.0,7.0,7.300000000000001,48.611111111111114
2007-08-14,75.0,4.966666666666667,18.916666666666668,0.0,0.43,24.0,8.5,76.38888888888889
2007-08-15,76.5,4.983333333333333,18.9,0.0,0.53,6.5,6.449999999999999,76.38888888888889
2007-08-16,71.5,5.0,18.866666666666667,0.0,0.0,1.0,5.7,80.55555555555556
2007-08-17,71.5,5.016666666666667,18.85,0.0,0.0,31.5,7.1,51.38888888888889
2007-08-18,64.5,5.033333333333333,18.816666666666666,0.0,0.255,12.5,7.55,70.83333333333334
2007-08-19,65.5,5.05,18.8,0.0,1.33,10.0,7.45,91.66666666666667
2007-08-20,72.5,5.066666666666666,18.766666666666666,0.0,0.6950000000000001,16.0,5.800000000000001,88.88888888888889
2007-08-21,77.5,5.083333333333333,18.75,0.0,0.0055,17.5,6.0,79.16666666666667
2007-08-22,80.0,5.1,18.716666666666665,0.0,0.625,21.0,8.95,73.61111111111111
2007-08-23,79.0,5.133333333333334,18.7,0.0,2.1550000000000002,21.0,10.399999999999999,72.22222222222223
2007-08-24,75.0,5.15,18.666666666666668,0.0,0.22,25.0,7.199999999999999,77.77777777777777
2007-08-25,71.5,5.166666666666667,18.65,0.0,0.29500000000000004,19.5,6.0,76.38888888888889
2007-08-26,70.0,5.183333333333334,18.616666666666667,0.0,0.0,11.0,5.0,58.333333333333336
2007-08-27,70.5,5.2,18.583333333333332,0.0,0.0,16.5,7.35,69.44444444444444
2007-08-28,79.5,5.216666666666667,18.566666666666666,0.0,0.0,20.5,8.9,61.111111111111114
2007-08-29,77.5,5.233333333333333,18.533333333333335,0.0,0.001,3.0,8.5,63.88888888888889
2007-08-30,67.0,5.25,18.516666666666666,0.0,0.0,2.5,10.4,63.88888888888889
2007-08-31,67.0,5.266666666666667,18.483333333333334,0.0,0.0,5.0,4.9,61.111111111111114
2007-09-01,69.5,5.283333333333333,18.45,0.0,0.0,11.0,4.7,61.111111111111114
2007-09-02,73.0,5.3,18.433333333333334,0.0,0.0,21.0,5.5,54.16666666666667
2007-09-03,76.5,5.316666666666666,18.4,0.0,0.0,26.0,6.0,56.94444444444444
2007-09-04,77.5,5.333333333333333,18.366666666666667,0.0,0.0,23.0,4.65,50.0
2007-09-05,80.0,5.35,18.35,0.0,0.0005,19.0,6.6,51.38888888888889
2007-09-06,78.5,5.366666666666666,18.316666666666666,0.0,0.13,20.0,12.55,66.66666666666667
2007-09-07,77.5,5.383333333333334,18.283333333333335,0.0,0.43000000000000005,23.0,13.45,72.22222222222223
2007-09-08,72.0,5.4,18.25,0.0,0.0,5.0,8.3,59.72222222222222
2007-09-09,71.5,5.416666666666667,18.233333333333334,0.0,0.0,3.0,10.4,65.27777777777777
2007-09-10,64.0,5.433333333333334,18.2,0.0,0.305,2.5,9.35,84.72222222222223
2007-09-11,61.0,5.45,18.166666666666668,0.0,0.001,29.0,13.6,52.77777777777778
2007-09-12,56.5,5.466666666666667,18.15,0.0,0.0,4.0,5.8,61.111111111111114
2007-09-13,65.0,5.483333333333333,18.116666666666667,0.0,0.0,19.5,8.1,41.66666666666667
2007-09-14,56.5,5.5,18.083333333333332,0.0,0.0,32.0,13.2,52.77777777777778
2007-09-15,51.0,5.516666666666667,18.05,0.0,0.0,34.0,6.25,52.77777777777778
2007-09-16,59.5,5.533333333333333,18.0,0.0,0.0,18.0,7.8,43.05555555555556
2007-09-17,67.0,5.55,17.966666666666665,0.0,0.0,17.0,11.55,48.611111111111114
2007-09-18,77.0,5.583333333333333,17.933333333333334,0.0,0.0,19.0,12.95,45.833333333333336
2007-09-19,75.5,5.6,17.916666666666668,0.0,0.0,25.5,9.35,54.16666666666667
2007-09-20,69.5,5.616666666666667,17.883333333333333,0.0,0.0,7.5,6.35,70.83333333333334
2007-09-21,77.5,5.633333333333333,17.85,0.0,0.0,21.5,11.95,48.611111111111114
2007-09-22,64.0,5.65,17.816666666666666,0.0,0.0,2.0,7.25,44.44444444444444
2007-09-23,68.0,5.666666666666667,17.8,0.0,0.0,12.5,5.85,50.0
2007-09-24,80.0,5.683333333333334,17.766666666666666,0.0,0.0,19.0,11.2,51.38888888888889
2007-09-25,74.5,5.7,17.733333333333334,0.0,0.14,23.0,9.95,75.0
2007-09-26,61.5,5.716666666666667,17.7,0.0,0.115,1.5,6.949999999999999,69.44444444444444
2007-09-27,62.5,5.733333333333333,17.683333333333334,0.0,0.001,24.5,6.15,62.5
2007-09-28,63.0,5.75,17.65,0.0,0.0,5.5,6.85,52.77777777777778
2007-09-29,66.0,5.766666666666667,17.616666666666667,0.0,0.0,17.0,9.3,43.05555555555556
2007-09-30,72.0,5.783333333333333,17.583333333333332,0.0,0.14,19.0,13.899999999999999,34.72222222222223
2007-10-01,64.0,5.8,17.566666666666666,0.0,0.22999999999999998,21.5,8.5,86.11111111111111
2007-10-02,69.0,5.816666666666666,17.533333333333335,0.0,0.1,19.0,10.7,72.22222222222223
2007-10-03,65.0,5.833333333333333,17.5,0.0,0.0005,25.5,7.1,51.38888888888889
2007-10-04,68.5,5.866666666666667,17.483333333333334,0.0,0.0,17.0,5.25,65.27777777777777
2007-10-05,75.0,5.883333333333333,17.45,0.0,0.03,17.5,7.0,72.22222222222223
2007-10-06,79.0,5.9,17.416666666666668,0.0,0.0,20.5,7.050000000000001,65.27777777777777
2007-10-07,78.0,5.916666666666667,17.4,0.0,0.0,19.0,5.9,65.27777777777777
2007-10-08,74.5,5.933333333333334,17.366666666666667,0.0,0.0,24.0,10.0,61.111111111111114
2007-10-09,63.5,5.95,17.333333333333332,0.0,0.0,28.0,13.05,45.833333333333336
2007-10-10,50.5,5.966666666666667,17.316666666666666,0.0,0.001,31.0,15.05,63.88888888888889
2007-10-11,51.0,5.983333333333333,17.283333333333335,0.0,0.0,36.0,14.2,66.66666666666667
2007-10-12,50.0,6.0,17.25,0.0,0.0,35.5,5.0,58.333333333333336
2007-10-13,51.0,6.033333333333333,17.233333333333334,0.0,0.0,20.5,4.1,70.83333333333334
2007-10-14,58.0,6.05,17.2,0.0,0.08,11.5,6.3,72.22222222222223
2007-10-15,64.5,6.066666666666666,17.183333333333334,0.0,0.05500000000000001,15.0,6.25,62.5
2007-10-16,61.0,6.083333333333333,17.15,0.0,0.215,21.0,7.4,81.94444444444444
2007-10-17,61.0,6.1,17.116666666666667,0.0,0.075,14.0,9.45,77.77777777777777
2007-10-18,69.5,6.116666666666666,17.1,0.0,0.32,19.0,18.049999999999997,63.88888888888889
2007-10-19,56.5,6.133333333333334,17.066666666666666,0.0,0.0055,24.0,17.35,76.38888888888889
2007-10-20,60.5,6.166666666666667,17.05,0.0,0.0,21.0,11.85,51.38888888888889
2007-10-21,70.0,6.183333333333334,17.016666666666666,0.0,0.0,20.0,17.5,34.72222222222223
2007-10-22,57.0,6.2,17.0,0.0,0.155,18.5,9.75,72.22222222222223
2007-10-23,50.5,6.216666666666667,16.966666666666665,0.0,0.015,31.0,8.05,63.88888888888889
2007-10-24,49.0,6.233333333333333,16.95,0.0,0.0,2.0,15.9,61.111111111111114
2007-10-25,50.5,6.266666666666667,16.933333333333334,0.0,0.001,6.0,14.399999999999999,69.44444444444444
2007-10-26,59.5,6.283333333333333,16.9,0.0,0.37,5.5,7.050000000000001,69.44444444444444
2007-10-27,47.0,6.3,16.883333333333333,0.0,0.045,31.5,9.5,79.16666666666667
2007-10-28,45.0,6.316666666666666,16.85,0.0,0.0,23.0,4.15,58.333333333333336
2007-10-29,50.0,6.333333333333333,16.833333333333332,0.0,0.0,22.0,9.850000000000001,50.0
2007-10-30,54.0,6.366666666666666,16.816666666666666,0.0,0.0,20.0,11.7,54.16666666666667
2007-10-31,52.5,6.383333333333334,16.783333333333335,0.0,0.0,25.0,14.65,58.333333333333336
2008-05-01,61.0,4.8,18.816666666666666,0.0,0.0005,16.5,10.95,72.22222222222223
2008-05-02,64.0,4.783333333333333,18.833333333333332,0.0,1.01,19.5,14.05,76.38888888888889
2008-05-03,50.0,4.766666666666667,18.85,0.0,0.0055,25.0,12.7,76.38888888888889
2008-05-04,52.5,4.733333333333333,18.866666666666667,0.0,0.0,23.5,5.949999999999999,47.22222222222222
2008-05-05,62.5,4.716666666666667,18.883333333333333,0.0,0.0,24.5,6.6,31.944444444444443
2008-05-06,65.5,4.7,18.916666666666668,0.0,0.0,22.0,7.95,38.88888888888889
2008-05-07,60.5,4.683333333333334,18.933333333333334,0.0,0.735,22.5,11.7,77.77777777777777
2008-05-08,52.5,4.65,18.95,0.0,0.0,5.0,13.8,52.77777777777778
2008-05-09,50.0,4.633333333333333,18.966666666666665,0.0,0.0,3.0,6.95,56.94444444444444
2008-05-10,50.5,4.616666666666667,18.983333333333334,0.0,0.0,7.5,6.449999999999999,65.27777777777777
2008-05-11,53.0,4.6,19.0,0.0,1.205,2.0,17.75,73.61111111111111
2008-05-12,47.5,4.583333333333333,19.016666666666666,0.0,0.0,6.5,7.699999999999999,75.0
2008-05-13,58.0,4.566666666666666,19.033333333333335,0.0,0.2,18.0,15.15,63.88888888888889
2008-05-14,54.5,4.55,19.05,0.0,0.02,23.0,9.25,83.33333333333334
2008-05-15,50.0,4.533333333333333,19.066666666666666,0.0,0.0,5.0,8.0,63.88888888888889
2008-05-16,57.0,4.516666666666667,19.083333333333332,0.0,0.0,25.0,9.100000000000001,55.55555555555556
2008-05-17,62.5,4.5,19.1,0.0,0.19,29.5,14.399999999999999,40.27777777777778
2008-05-18,50.0,4.483333333333333,19.116666666666667,0.0,0.0,34.5,8.05,70.83333333333334
2008-05-19,50.5,4.466666666666667,19.133333333333333,0.0,0.001,7.0,5.95,52.77777777777778
2008-05-20,57.0,4.45,19.15,0.0,0.0005,30.5,8.45,44.44444444444444
2008-05-21,54.5,4.433333333333334,19.166666666666668,0.0,0.0,32.5,9.0,48.611111111111114
2008-05-22,52.0,4.416666666666667,19.183333333333334,0.0,0.0,5.0,10.5,61.111111111111114
2008-05-23,53.0,4.416666666666667,19.2,0.0,0.0,3.0,10.8,62.5
2008-05-24,55.0,4.4,19.216666666666665,0.0,0.0,7.0,7.9,55.55555555555556
2008-05-25,63.0,4.383333333333334,19.233333333333334,0.0,0.0005,17.5,12.15,61.111111111111114
2008-05-26,66.5,4.366666666666666,19.25,0.0,0.24,24.5,11.9,81.94444444444444
2008-05-27,47.5,4.366666666666666,19.266666666666666,0.0,0.0005,2.5,18.35,66.66666666666667
2008-05-28,53.0,4.35,19.266666666666666,0.0,0.0,6.5,8.6,45.833333333333336
2008-05-29,56.0,4.35,19.283333333333335,0.0,0.045,10.5,4.0,48.611111111111114
2008-05-30,67.0,4.333333333333333,19.3,0.0,0.35,20.5,10.55,79.16666666666667
2008-05-31,69.5,4.333333333333333,19.316666666666666,0.0,0.0,28.0,12.100000000000001,62.5
2008-06-01,64.0,4.316666666666666,19.333333333333332,0.0,0.0,9.0,5.65,51.38888888888889
2008-06-02,72.0,4.316666666666666,19.333333333333332,0.0,0.0005,10.5,5.25,45.833333333333336
2008-06-03,64.0,4.3,19.35,0.0,0.72,3.5,7.949999999999999,79.16666666666667
2008-06-04,67.5,4.3,19.366666666666667,0.0,0.0105,4.5,4.75,79.16666666666667
2008-06-05,76.0,4.283333333333333,19.383333333333333,0.0,0.43,20.0,13.9,79.16666666666667
2008-06-06,80.0,4.283333333333333,19.383333333333333,0.0,0.0155,20.0,20.5,68.05555555555556
2008-06-07,77.5,4.283333333333333,19.4,0.0,0.09,19.0,12.8,81.94444444444444
2008-06-08,75.5,4.283333333333333,19.416666666666668,0.0,1.275,18.5,11.85,80.55555555555556
2008-06-09,70.0,4.266666666666667,19.416666666666668,0.0,0.175,22.5,8.25,83.33333333333334
2008-06-10,69.5,4.266666666666667,19.433333333333334,0.0,0.0055,25.0,10.0,62.5
2008-06-11,75.0,4.266666666666667,19.433333333333334,0.0,0.0,18.0,10.2,45.833333333333336
2008-06-12,82.0,4.266666666666667,19.45,0.0,0.0,18.0,15.7,47.22222222222222
2008-06-13,74.0,4.266666666666667,19.45,0.0,0.29000000000000004,22.5,10.350000000000001,68.05555555555556
2008-06-14,72.5,4.266666666666667,19.466666666666665,0.0,0.0,24.0,9.05,44.44444444444444
2008-06-15,71.0,4.266666666666667,19.466666666666665,0.0,0.235,24.0,9.75,69.44444444444444
2008-06-16,66.5,4.266666666666667,19.483333333333334,0.0,0.0,31.0,11.35,51.38888888888889
2008-06-17,66.0,4.266666666666667,19.483333333333334,0.0,0.0,30.0,11.0,44.44444444444444
2008-06-18,67.0,4.266666666666667,19.483333333333334,0.0,0.0,4.0,7.4,48.611111111111114
2008-06-19,67.5,4.266666666666667,19.5,0.0,0.0,19.5,5.25,41.66666666666667
2008-06-20,71.0,4.266666666666667,19.5,0.0,0.065,22.5,7.550000000000001,48.611111111111114
2008-06-21,72.5,4.266666666666667,19.5,0.0,0.01,29.0,7.35,44.44444444444444
2008-06-22,70.5,4.283333333333333,19.516666666666666,0.0,0.09,32.5,4.75,50.0
2008-06-23,67.0,4.283333333333333,19.516666666666666,0.0,0.0,3.5,6.4,63.88888888888889
2008-06-24,69.5,4.283333333333333,19.516666666666666,0.0,0.0,18.0,5.6,52.77777777777778
2008-06-25,73.0,4.283333333333333,19.516666666666666,0.0,0.095,21.5,8.9,76.38888888888889
2008-06-26,78.5,4.3,19.516666666666666,0.0,0.0,25.5,7.55,66.66666666666667
2008-06-27,76.0,4.3,19.516666666666666,0.0,0.001,21.5,8.25,75.0
2008-06-28,74.5,4.316666666666666,19.516666666666666,0.0,0.0205,25.5,13.85,45.833333333333336
2008-06-29,68.5,4.316666666666666,19.516666666666666,0.0,0.39999999999999997,30.5,9.899999999999999,70.83333333333334
2008-06-30,70.0,4.316666666666666,19.516666666666666,0.0,0.0,34.5,9.35,43.05555555555556
2008-07-01,71.0,4.333333333333333,19.516666666666666,0.0,0.0,23.5,8.15,43.05555555555556
2008-07-02,75.5,4.333333333333333,19.516666666666666,0.0,0.16,23.5,12.45,62.5
2008-07-03,64.0,4.35,19.516666666666666,0.0,0.001,3.0,12.75,63.88888888888889
2008-07-04,65.5,4.366666666666666,19.5,0.0,0.0,5.5,7.05,56.94444444444444
2008-07-05,67.5,4.366666666666666,19.5,0.0,0.0,8.5,6.35,56.94444444444444
2008-07-06,74.5,4.383333333333334,19.5,0.0,0.0,19.0,9.15,52.77777777777778
2008-07-07,80.0,4.383333333333334,19.5,0.0,0.07,21.5,11.65,65.27777777777777
2008-07-08,78.0,4.4,19.483333333333334,0.0,0.15500000000000003,25.0,8.7,70.83333333333334
2008-07-09,76.0,4.416666666666667,19.483333333333334,0.0,0.0005,31.5,9.7,41.66666666666667
2008-07-10,73.5,4.416666666666667,19.483333333333334,0.0,0.575,23.0,8.899999999999999,69.44444444444444
2008-07-11,76.5,4.433333333333334,19.466666666666665,0.0,0.185,19.5,7.95,68.05555555555556
2008-07-12,74.0,4.45,19.466666666666665,0.0,0.69,26.0,10.65,70.83333333333334
2008-07-13,70.5,4.466666666666667,19.45,0.0,0.0,27.0,13.100000000000001,52.77777777777778
2008-07-14,73.0,4.466666666666667,19.45,0.0,0.0,29.0,7.449999999999999,47.22222222222222
2008-07-15,77.5,4.483333333333333,19.433333333333334,0.0,0.0,22.5,7.8500000000000005,58.333333333333336
2008-07-16,81.5,4.5,19.416666666666668,0.0,0.0,22.0,7.300000000000001,58.333333333333336
2008-07-17,81.0,4.516666666666667,19.416666666666668,0.0,0.0,22.0,9.15,58.333333333333336
2008-07-18,81.0,4.533333333333333,19.4,0.0,0.0205,22.5,6.8,62.5
2008-07-19,74.0,4.55,19.383333333333333,0.0,1.415,28.0,5.85,86.11111111111111
2008-07-20,77.0,4.55,19.383333333333333,0.0,0.585,26.0,6.35,75.0
2008-07-21,76.5,4.566666666666666,19.366666666666667,0.0,0.13,2.5,7.7,69.44444444444444
2008-07-22,70.5,4.583333333333333,19.35,0.0,0.0305,3.0,9.0,70.83333333333334
2008-07-23,71.0,4.6,19.333333333333332,0.0,0.0,19.0,8.9,47.22222222222222
2008-07-24,71.0,4.616666666666667,19.316666666666666,0.0,0.0,24.0,4.550000000000001,48.611111111111114
2008-07-25,73.5,4.633333333333333,19.3,0.0,0.0,22.5,7.25,70.83333333333334
2008-07-26,75.5,4.65,19.3,0.0,0.0,30.5,8.4,51.38888888888889
2008-07-27,73.0,4.666666666666667,19.283333333333335,0.0,0.0,24.0,6.75,58.333333333333336
2008-07-28,76.5,4.683333333333334,19.266666666666666,0.0,0.0,8.5,6.25,62.5
2008-07-29,78.5,4.7,19.25,0.0,0.14,20.0,7.9,68.05555555555556
2008-07-30,81.0,4.716666666666667,19.233333333333334,0.0,0.0,27.0,9.149999999999999,58.333333333333336
2008-07-31,80.5,4.733333333333333,19.216666666666665,0.0,0.32,27.0,6.35,65.27777777777777
2008-08-01,80.0,4.75,19.183333333333334,0.0,0.525,18.5,4.65,68.05555555555556
2008-08-02,73.5,4.766666666666667,19.166666666666668,0.0,0.0,3.0,9.2,61.111111111111114
2008-08-03,73.5,4.783333333333333,19.15,0.0,0.0,18.5,6.25,65.27777777777777
2008-08-04,79.0,4.8,19.133333333333333,0.001,1.51,18.5,9.05,70.83333333333334
2008-08-05,79.0,4.816666666666666,19.116666666666667,0.0,0.04,31.0,6.85,69.44444444444444
