,Date,Time,Latitude,Longitude,full_date,coordinates,address
22,2011-08-29,7:01:18 PM,42.3927216667,-88.0900416667,2011-08-29 19:01:18,"42.3927216667, -88.0900416667","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
23,2011-08-29,7:01:28 PM,42.3929583333,-88.0903,2011-08-29 19:01:28,"42.3929583333, -88.0903","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
24,2011-08-29,7:01:38 PM,42.39299,-88.090895,2011-08-29 19:01:38,"42.39299, -88.090895","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
25,2011-08-29,7:01:48 PM,42.3930016667,-88.0916116667,2011-08-29 19:01:48,"42.3930016667, -88.0916116667","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
26,2011-08-29,7:01:58 PM,42.3930083333,-88.09201,2011-08-29 19:01:58,"42.3930083333, -88.09201","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
27,2011-08-29,7:02:08 PM,42.39302,-88.0925483333,2011-08-29 19:02:08,"42.39302, -88.0925483333","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
28,2011-08-29,7:02:18 PM,42.3931033333,-88.0931816667,2011-08-29 19:02:18,"42.3931033333, -88.0931816667","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
29,2011-08-29,7:02:28 PM,42.3931183333,-88.0937366667,2011-08-29 19:02:28,"42.3931183333, -88.0937366667","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
30,2011-08-29,7:02:38 PM,42.3934233333,-88.093895,2011-08-29 19:02:38,"42.3934233333, -88.093895","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
31,2011-08-29,7:02:48 PM,42.3937433333,-88.094075,2011-08-29 19:02:48,"42.3937433333, -88.094075","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
32,2011-08-29,7:02:58 PM,42.394105,-88.09425,2011-08-29 19:02:58,"42.394105, -88.09425","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
33,2011-08-29,7:03:08 PM,42.3944783333,-88.0942233333,2011-08-29 19:03:08,"42.3944783333, -88.0942233333","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
34,2011-08-29,7:03:18 PM,42.39486,-88.0941983333,2011-08-29 19:03:18,"42.39486, -88.0941983333","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
35,2011-08-29,7:03:28 PM,42.395085,-88.094515,2011-08-29 19:03:28,"42.395085, -88.094515","Tulip Tree Lane, Lake Villa, Lake County, Illinois, 60073, United States of America"
36,2011-08-29,7:03:38 PM,42.395095,-88.0950266667,2011-08-29 19:03:38,"42.395095, -88.0950266667","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
37,2011-08-29,7:03:48 PM,42.3950783333,-88.09552,2011-08-29 19:03:48,"42.3950783333, -88.09552","Pine Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
38,2011-08-29,7:03:58 PM,42.3953516667,-88.0957716667,2011-08-29 19:03:58,"42.3953516667, -88.0957716667","Pine Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
39,2011-08-29,7:04:08 PM,42.3956966667,-88.0958333333,2011-08-29 19:04:08,"42.3956966667, -88.0958333333","Pine Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
40,2011-08-29,7:04:18 PM,42.3959833333,-88.0957566667,2011-08-29 19:04:18,"42.3959833333, -88.0957566667","Pine Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
41,2011-08-29,7:04:48 PM,42.3952183333,-88.095685,2011-08-29 19:04:48,"42.3952183333, -88.095685","Pine Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
42,2011-08-29,7:04:58 PM,42.3949316667,-88.095555,2011-08-29 19:04:58,"42.3949316667, -88.095555","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
43,2011-08-29,7:05:08 PM,42.3946166667,-88.0955966667,2011-08-29 19:05:08,"42.3946166667, -88.0955966667","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
44,2011-08-29,7:05:18 PM,42.39429,-88.0956,2011-08-29 19:05:18,"42.39429, -88.0956","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
45,2011-08-29,7:05:28 PM,42.3939566667,-88.095485,2011-08-29 19:05:28,"42.3939566667, -88.095485","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
46,2011-08-29,7:05:38 PM,42.3936733333,-88.0953716667,2011-08-29 19:05:38,"42.3936733333, -88.0953716667","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
47,2011-08-29,7:05:48 PM,42.3933316667,-88.0952216667,2011-08-29 19:05:48,"42.3933316667, -88.0952216667","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
48,2011-08-29,7:05:58 PM,42.3930366667,-88.0951433333,2011-08-29 19:05:58,"42.3930366667, -88.0951433333","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
49,2011-08-29,7:06:08 PM,42.3926466667,-88.0951383333,2011-08-29 19:06:08,"42.3926466667, -88.0951383333","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
50,2011-08-29,7:06:18 PM,42.3923483333,-88.09514,2011-08-29 19:06:18,"42.3923483333, -88.09514","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
51,2011-08-29,7:06:28 PM,42.3922366667,-88.095455,2011-08-29 19:06:28,"42.3922366667, -88.095455","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
52,2011-08-29,7:06:38 PM,42.3922466667,-88.09598,2011-08-29 19:06:38,"42.3922466667, -88.09598","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
53,2011-08-29,7:06:48 PM,42.3924633333,-88.096435,2011-08-29 19:06:48,"42.3924633333, -88.096435","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
54,2011-08-29,7:06:58 PM,42.3928383333,-88.096445,2011-08-29 19:06:58,"42.3928383333, -88.096445","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
55,2011-08-29,7:07:08 PM,42.3931933333,-88.0964466667,2011-08-29 19:07:08,"42.3931933333, -88.0964466667","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
56,2011-08-29,7:07:18 PM,42.3934883333,-88.0962666667,2011-08-29 19:07:18,"42.3934883333, -88.0962666667","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
57,2011-08-29,7:07:28 PM,42.3936033333,-88.0959166667,2011-08-29 19:07:28,"42.3936033333, -88.0959166667","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
58,2011-08-29,7:07:38 PM,42.3936783333,-88.0955933333,2011-08-29 19:07:38,"42.3936783333, -88.0955933333","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
59,2011-08-29,7:08:18 PM,42.3925266667,-88.0951483333,2011-08-29 19:08:18,"42.3925266667, -88.0951483333","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
60,2011-08-29,7:08:28 PM,42.3921966667,-88.0951633333,2011-08-29 19:08:28,"42.3921966667, -88.0951633333","Cyprus Circle, Lake Villa, Lake County, Illinois, 60073, United States of America"
61,2011-08-29,7:08:38 PM,42.39186,-88.09514,2011-08-29 19:08:38,"42.39186, -88.09514","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
62,2011-08-29,7:08:48 PM,42.3915183333,-88.0951433333,2011-08-29 19:08:48,"42.3915183333, -88.0951433333","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
63,2011-08-29,7:08:58 PM,42.3912966667,-88.0952033333,2011-08-29 19:08:58,"42.3912966667, -88.0952033333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
64,2011-08-29,7:09:08 PM,42.391275,-88.0956083333,2011-08-29 19:09:08,"42.391275, -88.0956083333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
65,2011-08-29,7:09:18 PM,42.39127,-88.096035,2011-08-29 19:09:18,"42.39127, -88.096035","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
66,2011-08-29,7:09:28 PM,42.3912383333,-88.0964683333,2011-08-29 19:09:28,"42.3912383333, -88.0964683333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
67,2011-08-29,7:09:38 PM,42.3909516667,-88.0964366667,2011-08-29 19:09:38,"42.3909516667, -88.0964366667","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
68,2011-08-29,7:09:48 PM,42.3906416667,-88.09644,2011-08-29 19:09:48,"42.3906416667, -88.09644","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
69,2011-08-29,7:09:58 PM,42.390335,-88.0964433333,2011-08-29 19:09:58,"42.390335, -88.0964433333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
70,2011-08-29,7:10:08 PM,42.3900483333,-88.096435,2011-08-29 19:10:08,"42.3900483333, -88.096435","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
71,2011-08-29,7:10:18 PM,42.38987,-88.0962583333,2011-08-29 19:10:18,"42.38987, -88.0962583333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
72,2011-08-29,7:10:28 PM,42.3898666667,-88.0958783333,2011-08-29 19:10:28,"42.3898666667, -88.0958783333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
73,2011-08-29,7:10:38 PM,42.3898583333,-88.0954866667,2011-08-29 19:10:38,"42.3898583333, -88.0954866667","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
74,2011-08-29,7:10:48 PM,42.389855,-88.09508,2011-08-29 19:10:48,"42.389855, -88.09508","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
75,2011-08-29,7:10:58 PM,42.3898433333,-88.0946666667,2011-08-29 19:10:58,"42.3898433333, -88.0946666667","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
76,2011-08-29,7:11:08 PM,42.389835,-88.0942183333,2011-08-29 19:11:08,"42.389835, -88.0942183333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
77,2011-08-29,7:11:18 PM,42.3897116667,-88.09391,2011-08-29 19:11:18,"42.3897116667, -88.09391","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
78,2011-08-29,7:11:28 PM,42.38946,-88.093895,2011-08-29 19:11:28,"42.38946, -88.093895","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
79,2011-08-29,7:11:58 PM,42.3897216667,-88.0938333333,2011-08-29 19:11:58,"42.3897216667, -88.0938333333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
80,2011-08-29,7:12:28 PM,42.3898566667,-88.094905,2011-08-29 19:12:28,"42.3898566667, -88.094905","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
81,2011-08-29,7:12:38 PM,42.3900666667,-88.095155,2011-08-29 19:12:38,"42.3900666667, -88.095155","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
82,2011-08-29,7:12:48 PM,42.39057,-88.0951433333,2011-08-29 19:12:48,"42.39057, -88.0951433333","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
83,2011-08-29,7:12:58 PM,42.3909533333,-88.095145,2011-08-29 19:12:58,"42.3909533333, -88.095145","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
84,2011-08-29,7:13:08 PM,42.391225,-88.0951533333,2011-08-29 19:13:08,"42.391225, -88.0951533333","Red Cedar Road, Lake Villa, Lake County, Illinois, 60073, United States of America"
85,2011-08-29,7:13:18 PM,42.3915316667,-88.095155,2011-08-29 19:13:18,"42.3915316667, -88.095155","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
86,2011-08-29,7:13:28 PM,42.391855,-88.0951716667,2011-08-29 19:13:28,"42.391855, -88.0951716667","Pine Tree Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
87,2011-08-29,7:14:08 PM,42.3929883333,-88.09497,2011-08-29 19:14:08,"42.3929883333, -88.09497","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
88,2011-08-29,7:14:18 PM,42.3930533333,-88.094515,2011-08-29 19:14:18,"42.3930533333, -88.094515","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
89,2011-08-29,7:14:28 PM,42.3930933333,-88.094055,2011-08-29 19:14:28,"42.3930933333, -88.094055","Cedar Ridge Drive, Lake Villa, Lake County, Illinois, 60073, United States of America"
90,2011-08-29,7:14:38 PM,42.3929016667,-88.0938533333,2011-08-29 19:14:38,"42.3929016667, -88.0938533333","Tulip Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
91,2011-08-29,7:14:48 PM,42.3925866667,-88.0938666667,2011-08-29 19:14:48,"42.3925866667, -88.0938666667","Tulip Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
92,2011-08-29,7:14:58 PM,42.3923083333,-88.0938733333,2011-08-29 19:14:58,"42.3923083333, -88.0938733333","Tulip Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
93,2011-08-29,7:15:18 PM,42.3921833333,-88.0937666667,2011-08-29 19:15:18,"42.3921833333, -88.0937666667","Tulip Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
94,2011-08-29,7:15:28 PM,42.3925083333,-88.0938466667,2011-08-29 19:15:28,"42.3925083333, -88.0938466667","Tulip Tree Court, Lake Villa, Lake County, Illinois, 60073, United States of America"
95,2011-09-07,7:52:52 PM,41.9814333333,-87.7877766667,2011-09-07 19:52:52,"41.9814333333, -87.7877766667","5502, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
96,2011-09-07,7:53:02 PM,41.9809983333,-87.7877783333,2011-09-07 19:53:02,"41.9809983333, -87.7877783333","Nagle & Catalpa NB, West Catalpa Avenue, Norwood Park, Chicago, Cook County, Illinois, 60656, United States of America"
97,2011-09-07,7:53:12 PM,41.98056,-87.7877616667,2011-09-07 19:53:12,"41.98056, -87.7877616667","5447, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
98,2011-09-07,7:53:22 PM,41.9801983333,-87.7877583333,2011-09-07 19:53:22,"41.9801983333, -87.7877583333","5429, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
99,2011-09-07,7:53:32 PM,41.9797516667,-87.787765,2011-09-07 19:53:32,"41.9797516667, -87.787765","5411, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
100,2011-09-07,7:53:42 PM,41.9793516667,-87.7877533333,2011-09-07 19:53:42,"41.9793516667, -87.7877533333","5401, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
101,2011-09-07,7:53:52 PM,41.97885,-87.7877633333,2011-09-07 19:53:52,"41.97885, -87.7877633333","5349, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
102,2011-09-07,7:54:02 PM,41.9783983333,-87.7877733333,2011-09-07 19:54:02,"41.9783983333, -87.7877733333","5327, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
103,2011-09-07,7:54:12 PM,41.97799,-87.78776,2011-09-07 19:54:12,"41.97799, -87.78776","5315, North Nagle Avenue, Norwood Park, Chicago, Cook County, Illinois, 60646, United States of America"
104,2011-09-07,7:54:22 PM,41.977495,-87.7877783333,2011-09-07 19:54:22,"41.977495, -87.7877783333","Nagle & Berwyn NB, West Berwyn Avenue, Norwood Park, Chicago, Cook County, Illinois, 60630, United States of America"
105,2011-09-07,7:55:42 PM,41.9753733333,-87.7878366667,2011-09-07 19:55:42,"41.9753733333, -87.7878366667","Nagle & Foster NB, West Foster Avenue, Norwood Park, Chicago, Cook County, Illinois, 60656, United States of America"
106,2011-09-07,7:55:52 PM,41.9748233333,-87.7878416667,2011-09-07 19:55:52,"41.9748233333, -87.7878416667","5135, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
107,2011-09-07,7:56:02 PM,41.9742833333,-87.7878666667,2011-09-07 19:56:02,"41.9742833333, -87.7878666667","5111, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
108,2011-09-07,7:56:12 PM,41.97381,-87.78788,2011-09-07 19:56:12,"41.97381, -87.78788","Nagle & Carmen NB, West Carmen Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
109,2011-09-07,7:56:22 PM,41.9733533333,-87.78788,2011-09-07 19:56:22,"41.9733533333, -87.78788","5045, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
110,2011-09-07,7:56:32 PM,41.972905,-87.7878933333,2011-09-07 19:56:32,"41.972905, -87.7878933333","5027, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
111,2011-09-07,7:56:42 PM,41.9724466667,-87.7878933333,2011-09-07 19:56:42,"41.9724466667, -87.7878933333","5009, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
112,2011-09-07,7:56:52 PM,41.9719183333,-87.7879216667,2011-09-07 19:56:52,"41.9719183333, -87.7879216667","Nagle & Argyle NB, West Argyle Street, Norwood Park, Chicago, Cook County, Illinois, 60656, United States of America"
113,2011-09-07,7:57:02 PM,41.9713833333,-87.7879283333,2011-09-07 19:57:02,"41.9713833333, -87.7879283333","4937, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
114,2011-09-07,7:57:12 PM,41.9708983333,-87.78792,2011-09-07 19:57:12,"41.9708983333, -87.78792","4921, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
115,2011-09-07,7:57:22 PM,41.9704,-87.7879466667,2011-09-07 19:57:22,"41.9704, -87.7879466667","Nagle & Strong SB, West Strong Street, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
116,2011-09-07,7:57:32 PM,41.96987,-87.7879616667,2011-09-07 19:57:32,"41.96987, -87.7879616667","4852, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
117,2011-09-07,7:57:42 PM,41.96934,-87.7879783333,2011-09-07 19:57:42,"41.96934, -87.7879783333","4830, North Nagle Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60646, United States of America"
118,2011-09-07,7:58:12 PM,41.9685533333,-87.788695,2011-09-07 19:58:12,"41.9685533333, -87.788695","4815, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
119,2011-09-07,7:58:22 PM,41.9685566667,-87.7891083333,2011-09-07 19:58:22,"41.9685566667, -87.7891083333","4815, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
120,2011-09-07,7:58:32 PM,41.9687633333,-87.7891483333,2011-09-07 19:58:32,"41.9687633333, -87.7891483333","4815, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
121,2011-09-07,7:59:02 PM,41.9688666667,-87.789165,2011-09-07 19:59:02,"41.9688666667, -87.789165","4815, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
122,2011-09-07,7:59:12 PM,41.969145,-87.7891766667,2011-09-07 19:59:12,"41.969145, -87.7891766667","4823, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
123,2011-09-07,7:59:22 PM,41.9694216667,-87.7892016667,2011-09-07 19:59:22,"41.9694216667, -87.7892016667","4835, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
124,2011-09-07,7:59:32 PM,41.9696916667,-87.7892033333,2011-09-07 19:59:32,"41.9696916667, -87.7892033333","4843, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
125,2011-09-07,7:59:52 PM,41.9702533333,-87.7892466667,2011-09-07 19:59:52,"41.9702533333, -87.7892466667","4900, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
126,2011-09-07,8:00:02 PM,41.9706483333,-87.7892433333,2011-09-07 20:00:02,"41.9706483333, -87.7892433333","4912, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
127,2011-09-07,8:00:12 PM,41.9709966667,-87.7892333333,2011-09-07 20:00:12,"41.9709966667, -87.7892333333","4924, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
128,2011-09-07,8:00:22 PM,41.9713833333,-87.789225,2011-09-07 20:00:22,"41.9713833333, -87.789225","4936, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
129,2011-09-07,8:00:32 PM,41.97171,-87.7892266667,2011-09-07 20:00:32,"41.97171, -87.7892266667","4948, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
130,2011-09-07,8:00:42 PM,41.972065,-87.7892483333,2011-09-07 20:00:42,"41.972065, -87.7892483333","5000, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
131,2011-09-07,8:00:52 PM,41.972455,-87.7892433333,2011-09-07 20:00:52,"41.972455, -87.7892433333","5012, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
132,2011-09-07,8:01:02 PM,41.97281,-87.7892466667,2011-09-07 20:01:02,"41.97281, -87.7892466667","5024, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
133,2011-09-07,8:01:12 PM,41.9731466667,-87.7892366667,2011-09-07 20:01:12,"41.9731466667, -87.7892366667","5038, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
134,2011-09-07,8:01:22 PM,41.9734183333,-87.7892183333,2011-09-07 20:01:22,"41.9734183333, -87.7892183333","5048, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
135,2011-09-07,8:01:42 PM,41.9741016667,-87.7892283333,2011-09-07 20:01:42,"41.9741016667, -87.7892283333","5104, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
136,2011-09-07,8:01:52 PM,41.9745866667,-87.7892166667,2011-09-07 20:01:52,"41.9745866667, -87.7892166667","5124, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
137,2011-09-07,8:02:02 PM,41.9749483333,-87.7892083333,2011-09-07 20:02:02,"41.9749483333, -87.7892083333","5134, North Natchez Avenue, Norwood Park, Harwood Heights, Cook County, Illinois, 60656, United States of America"
138,2011-09-07,8:02:32 PM,41.9754666667,-87.7891733333,2011-09-07 20:02:32,"41.9754666667, -87.7891733333","6437, West Foster Avenue, Norwood Park, Chicago, Cook County, Illinois, 60656, United States of America"
